State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Local Government Name,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,UVWIE,EFFURUN  II,10-22-02-030,METRONEX JUNCTION WATER RESOURCES,134,224,5,119,2,0,UVWIE,5.5693323,5.7649865,0.097203186,0.100617996,5.666666667,18.88888889,14.22222222,0.444444444
DELTA,UVWIE,EFFURUN  II,10-22-02-032,OLD SHELL POLICE BARRACK,62,110,5,41,10,1,UVWIE,5.5739935,5.7406898,0.097284539,0.100193938,1,13.5,3.75,0.5
DELTA,UVWIE,EFFURUN  II,10-22-02-033,OPEN SPACE BY PASTOR IBE'S COMPOUND,49,76,5,32,8,0,UVWIE,5.5611778,5.782697,0.097060863,0.100927102,10.94117647,70.76470588,16.17647059,1.029411765
DELTA,UVWIE,EKPAN  I,10-22-09-018,OSUBEN BY FORMER QUEENS CLINIC NEAR EDO GUEST HOUSE,28,102,0,25,1,0,UVWIE,5.4962595,5.9947442,0.095927825,0.104628024,25.17948718,12.12820513,27,0.333333333
DELTA,UVWIE,EKPAN  I,10-22-09-019,BY CHINKELLY SCHOOL,0,527,21,140,0,0,UVWIE,5.5593722,5.7443389,0.097029349,0.100257627,7.333333333,51.22222222,12,0.222222222
DELTA,UVWIE,EKPAN  I,10-22-09-020,ABIVWORI BY REDEEMED CHURCH ADONAI MODEL PARISH,24,69,1,10,0,0,UVWIE,5.540279,5.7576851,0.09669611,0.100490562,4.489361702,88.40425532,10.38297872,0.553191489
DELTA,UVWIE,EKPAN  I,10-22-09-021,MAGISTRATE JUNTION ALONG NIGERCAT ROAD,155,359,4,141,6,0,UVWIE,5.5543995,5.7932008,0.096942559,0.101110428,4.388888889,79.61111111,5.722222222,0.444444444
DELTA,UVWIE,EKPAN  I,10-22-09-022,BY ARMY CHECKPOINT OGIDIGBO,61,126,3,55,1,0,UVWIE,5.6076104,5.6983979,0.097871265,0.099455805,4.333333333,8.333333333,10,0
DELTA,UVWIE,EKPAN  I,10-22-09-023,BY FIRST BANK ALONG COMPLEX ROAD EKPAN,156,297,9,131,2,1,UVWIE,5.5638638,5.7297826,0.097107742,0.100003572,0.090909091,69.90909091,5.454545455,0.636363636
DELTA,UVWIE,EKPAN  I,10-22-09-025,UROMUKRI BY MOUNTAIN OF FIRE,35,87,0,0,0,0,UVWIE,5.5633732,5.7532176,0.09709918,0.10041259,8.266666667,78.33333333,13.6,0.266666667
DELTA,UVWIE,EKPAN  II,10-22-10-013,BY JOSECO PETROLEUM ST. UDUMULOHO,30,89,5,22,1,0,UVWIE,5.5693323,5.7649865,0.097203186,0.100617996,5.666666667,126.6666667,15.33333333,0.444444444
DELTA,UVWIE,EKPAN  II,10-22-10-015,BY URUMEJI GUEST HOUSE,8,21,0,6,1,0,UVWIE,5.5618655,5.7430363,0.097072866,0.100234892,11.3125,78.75,11.75,0.375
DELTA,UVWIE,EKPAN  II,10-22-10-016,BY EXCEL SCHOOL. EKPAN,22,102,3,13,4,0,UVWIE,5.5654368,5.7793001,0.097135196,0.100867815,11.70833333,65.8125,16.39583333,0.625
DELTA,UVWIE,EKPAN  II,10-22-10-017,OPEN SPACE OPP. OWIOROME EKPAN,123,306,4,91,16,2,UVWIE,5.5649555,5.7826597,0.097126796,0.100926451,10.38,8.42,3.98,1.36
DELTA,UVWIE,EKPAN  II,10-22-10-018,OPEN SPACE BY EDAFEOTU JUNCTION EKPAN,14,42,1,11,1,0,UVWIE,5.5649555,5.7826597,0.097126796,0.100926451,13.44,73.18,19.28,0.68
DELTA,UVWIE,EKPAN  II,10-22-10-019,"OPEN SPACE, BUNKARY ROAD JUNCTION EKPAN",83,150,2,70,8,0,UVWIE,5.5661518,5.760484,0.097147676,0.100539412,6.705882353,23.29411765,4.941176471,0.352941176
DELTA,UVWIE,EKPAN  II,10-22-10-020,"OPP. EDULYN SCHOOL, ONOKA JUNCTION",95,181,4,75,2,0,UVWIE,5.5646134,5.7549264,0.097120825,0.100442414,4.727272727,21.09090909,8.909090909,0.363636364
DELTA,UVWIE,EKPAN  II,10-22-10-021,"BY CHIFE ATIRI HOUSE, AGADAGA LAYOUT",30,59,2,27,0,0,UVWIE,5.5584616,5.7475976,0.097013456,0.100314502,9.888888889,52.66666667,10.55555556,0.111111111
DELTA,UVWIE,EKPAN  II,10-22-10-022,BY UKU JUNCTION.,61,117,3,48,9,0,UVWIE,6.2220592,6.5662203,0.108595419,0.114602164,4.5625,48.9375,2.125,0.6875
DELTA,UVWIE,EKPAN  II,10-22-10-023,CHIEF GEORGE AMURUN CRESCENT JUNCTION. EKPAN,43,93,5,29,1,0,UVWIE,5.5543995,5.7932008,0.096942559,0.101110428,3.361111111,35.5,10.86111111,0.444444444
DELTA,UVWIE,EKPAN  II,10-22-10-024,BY ZION CHURCH NIKORO JUCTN  NEW LAYOUT,220,332,6,201,1,0,UVWIE,5.5625598,5.748761,0.097084983,0.100334807,2.368421053,140.5263158,9.526315789,0.315789474
DELTA,UVWIE,EKPAN  II,10-22-10-025,AGADAGA ROAD JUNCT. EKPAN,143,254,17,116,4,0,UVWIE,5.5638695,5.729814,0.097107842,0.10000412,8.818181818,53.54545455,3.272727273,0.454545455
DELTA,UVWIE,EKPAN  II,10-22-10-027,BY WHITE HOUSE ALONG BUNKERY ROAD,91,169,2,79,6,0,UVWIE,5.5628283,5.7685713,0.09708967,0.100680562,8,37.11111111,8.444444444,0.222222222
DELTA,UVWIE,EKPAN  II,10-22-10-028,BY THE BRIDGE CHURCH HOSPITAL,84,152,13,61,5,1,UVWIE,5.5640636,5.7546716,0.09711123,0.100437967,5.090909091,36.36363636,5.636363636,0.727272727
DELTA,UVWIE,EKPAN  II,10-22-10-029,IDACHABA BY PHYL RELAX JUNCTION EKPAN,83,134,6,69,4,0,UVWIE,5.5649555,5.7826597,0.097126796,0.100926451,8.34,14.02,16.22,0.68
DELTA,UVWIE,EKPAN  II,10-22-10-030,OKEME ST  BY DLA NEW LAYOUT,105,171,7,93,1,0,UVWIE,5.5614806,5.7594485,0.097066148,0.100521339,2.181818182,1.181818182,10.81818182,0.454545455
DELTA,UVWIE,ENERHEN  I,10-22-03-012,EKU HOUSE OPPOSITE FAITH MOTORS,40,97,0,0,0,0,UVWIE,5.5274474,5.7723791,0.096472156,0.100747021,9.105263158,66.36842105,7.736842105,0.368421053
DELTA,UVWIE,ENERHEN  I,10-22-03-013,POP ESI OFF OIL FIELD ROAD,0,192,7,87,10,1,UVWIE,5.52611,5.777929,0.096448814,0.100843885,4.375,3.4375,1.25,0.625
DELTA,UVWIE,ENERHEN  I,10-22-03-014,OPEN SPACE BY ASSEMBLIES OF GOD CHURCH ABALA,84,166,9,58,5,2,UVWIE,5.5444968,5.7799733,0.096769725,0.100879565,3.333333333,49.95238095,14.14285714,1.142857143
DELTA,UVWIE,ENERHEN  I,10-22-03-015,OPEN SPACE BY MARINE TECH ENGINEER,0,86,6,23,10,1,UVWIE,5.3491887,5.5026764,0.093360955,0.096039821,14.91935484,1.564516129,15.08064516,0.790322581
DELTA,UVWIE,ENERHEN  I,10-22-03-016,OPEN SPACE BESIDE URHOBO COLLEGE,79,155,4,67,4,0,UVWIE,5.5329807,5.7793659,0.096568731,0.100868964,7.25,27.65,7.2,0.6
DELTA,UVWIE,ENERHEN  I,10-22-03-017,"OPEN SPACE BY SCOA MOTORS SHOWROOM, OPP OLD GOLD SPOT",90,151,6,19,7,1,UVWIE,5.5393326,5.7787497,0.096679592,0.100858209,2.285714286,100.5714286,2.857142857,0.071428571
DELTA,UVWIE,ENERHEN  I,10-22-03-018,OPEN SPACE BY PERKINS GENERATOR OPPOSITE URHOBO COLLEGE,52,102,3,40,3,0,UVWIE,5.5543995,5.7932008,0.096942559,0.101110428,5.416666667,24.19444444,8.805555556,0.444444444
DELTA,UVWIE,ENERHEN  I,10-22-03-019,OPEN SPACE BY DONALDSULU BROTHERS LIMITED,53,110,1,45,4,0,UVWIE,5.5639801,5.7853711,0.097109772,0.100973774,14.33333333,45.30769231,19.94871795,0.897435897
DELTA,UVWIE,ENERHEN  I,10-22-03-020,OPEN SPACE BY GLO OFFICE,79,137,4,60,10,2,UVWIE,5.5370019,5.7777119,0.096638914,0.100840096,4.583333333,63.5,1.5,1.25
DELTA,UVWIE,ENERHEN  I,10-22-03-023,OPEN SPACE BY GARDENA HOTEL,51,111,8,36,6,0,UVWIE,5.57359,5.7010293,0.097277497,0.099501732,5.666666667,6,0.666666667,0
DELTA,UVWIE,ENERHEN  I,10-22-03-025,OPEN SPACE BY EDEWOR ESTATE,0,254,7,122,6,1,UVWIE,5.5261703,5.7779266,0.096449867,0.100843843,4.375,33.75,3,0.625
DELTA,UVWIE,ENERHEN  I,10-22-03-026,OPEN SPACE BY OVIEGHARA COMPOUND OPP. MOBIL ENERHEN JUNCTION,61,134,4,34,15,1,UVWIE,43.4674417,-80.4555846,0.758649975,-1.404214853,,,,
DELTA,UVWIE,ENERHEN  II,10-22-04-012,OPEN SPACE BY ENERHEN HEALTH CENTER,72,137,13,41,13,1,UVWIE,5.5332928,5.786367,0.096574178,0.100991156,3.666666667,65.88888889,4,0.333333333
DELTA,UVWIE,ENERHEN  II,10-22-04-013,OPEN SPACE BY DOUBLE CHEMIST,114,180,9,58,34,2,UVWIE,5.5564384,5.789362,0.096978145,0.101043428,0.354166667,21.85416667,22.45833333,1.520833333
DELTA,UVWIE,ENERHEN  II,10-22-04-014,OPETE SECONDARY SCHOOL ENERHEN,77,132,11,13,13,0,UVWIE,5.5343153,5.7873158,0.096592024,0.101007716,1.444444444,97,4,0.777777778
DELTA,UVWIE,ENERHEN  II,10-22-04-015,OPEN SPACE BY CHRIST MISSIONARY CRUSADERS CHURCH,45,72,11,13,13,0,UVWIE,5.5512595,5.7441679,0.096887756,0.100254643,3.857142857,95.42857143,8.714285714,0.142857143
DELTA,UVWIE,ENERHEN  II,10-22-04-016,OPEN SPACE BY FORMER TEXACO,43,89,2,31,7,0,UVWIE,5.5158027,5.7580436,0.096268918,0.100496819,3.111111111,13.88888889,3.555555556,0.111111111
DELTA,UVWIE,ENERHEN  II,10-22-04-017,ENERHEN ROAD BY ALO CLOSE,133,197,9,90,10,1,UVWIE,5.5398375,5.7837283,0.096688404,0.100945102,0.722222222,10.33333333,8.444444444,0.055555556
DELTA,UVWIE,ENERHEN  II,10-22-04-018,OPEN SPACE BY SCHLUMBERGER,38,87,1,26,7,0,UVWIE,5.5324313,5.7859047,0.096559142,0.100983087,9.666666667,82.55555556,2.666666667,0.777777778
DELTA,UVWIE,ENERHEN  II,10-22-04-019,OPEN SPACE BY MAGISTRATE COURT,31,60,2,22,3,1,UVWIE,39.4399793,-78.9738064,0.688357496,-1.378352945,,,,
DELTA,UVWIE,ENERHEN  II,10-22-04-020,OPEN SPACE BY WINNERS CHURCH,25,88,2,17,2,1,UVWIE,5.5041721,5.8094485,0.096065926,0.101394004,10.07692308,49.07692308,8.846153846,0.692307692
DELTA,UVWIE,ENERHEN  II,10-22-04-021,OPEN SPACE BY CELESTIAL CHURCH OF CHRIST,25,45,3,20,0,1,UVWIE,5.5280276,5.7263228,0.096482283,0.099943187,6.333333333,55.66666667,9.714285714,0.142857143
DELTA,UVWIE,ENERHEN  II,10-22-04-022,BY CHERUBIM AND SERAPHIM CHURCH AGAG KOLOKOLO,109,222,4,99,6,0,UVWIE,5.513702,5.7553376,0.096232254,0.100449591,6.466666667,45.86666667,0.933333333,0.933333333
DELTA,UVWIE,ENERHEN  II,10-22-04-023,AKPOJOTOR ROAD BY  KOLOSI,100,141,19,67,9,0,UVWIE,5.7914018,6.1046701,0.10107903,0.106546593,23.3125,17.75,30.5,0.0625
DELTA,UVWIE,ENERHEN  II,10-22-04-024,OPEN SPACE BY OKRIGBOLOH JUNCTION,42,80,9,25,3,1,UVWIE,5.5677902,5.8343784,0.097176271,0.101829113,7,7,8,1
DELTA,UVWIE,ENERHEN  II,10-22-04-025,OPEN SPACE BY DICKEY JUNCTION,62,106,8,48,3,0,UVWIE,5.5709387,5.8054066,0.097231223,0.10132346,1.166666667,96.41666667,9.416666667,1.333333333
DELTA,UVWIE,UGBORIKOKO,10-22-05-017,MOSHESHE STREET BY PERFECT KIDDIES SCHOOL,0,190,7,87,8,1,UVWIE,5.54803,5.7814093,0.09683139,0.100904628,6.631578947,22.21052632,12.10526316,0
DELTA,UVWIE,UGBORIKOKO,10-22-05-019,UGBORIKOKO SECONDARY SCHOOL,94,186,4,84,4,0,UVWIE,5.5419192,5.7614512,0.096724737,0.100556293,2.217391304,0.260869565,9.130434783,0.173913043
DELTA,UVWIE,UGBORIKOKO,10-22-05-020,CUSTOM BARRACK ROAD BY JOE MARINE SCHOOL,0,188,5,87,4,1,UVWIE,5.5457992,5.7586354,0.096792456,0.100507148,2.068965517,23.03448276,9.724137931,0.655172414
DELTA,UVWIE,UGBORIKOKO,10-22-05-021,GOD'S FINGER PLAZA OPP. ST. ANTHONY CATHOLIC CHURCH,43,84,1,40,1,0,UVWIE,5.5471458,5.740073,0.096815958,0.100183173,4.333333333,43.93333333,5.4,0.6
DELTA,UVWIE,UGBORIKOKO,10-22-05-022,ONOGE TOWN HALL,35,73,2,18,11,0,UVWIE,5.5677902,5.8343784,0.097176271,0.101829113,7,7,8,1
DELTA,UVWIE,UGBORIKOKO,10-22-05-023,EJIRO JUNCTION BY EJIRO SCHOOL,106,170,3,95,3,0,UVWIE,5.5318485,5.7507928,0.09654897,0.100370269,1.043478261,20.95652174,2.173913043,0.739130435
DELTA,UVWIE,UGBORIKOKO,10-22-05-024,ALABARA STREET BY DIVINE LOVE SCHOOL,6,10,0,2,4,0,UVWIE,5.5623678,5.7800246,0.097081632,0.10088046,14.69767442,82.58139535,15.97674419,0.720930233
DELTA,UVWIE,UGBORIKOKO,10-22-05-025,OKUEMI HOTEL BY 5TH STREET,0,162,1,59,2,0,UVWIE,5.5416081,5.7610148,0.096719307,0.100548677,5.347826087,25.82608696,11.2173913,0.173913043
DELTA,UVWIE,UGBORIKOKO,10-22-05-026,UGBORIDJO HEALTH CENTRE,68,150,2,35,29,0,UVWIE,5.5349214,5.7614059,0.096602602,0.100555502,3.424242424,36.33333333,19.57575758,0.363636364
DELTA,UVWIE,UGBORIKOKO,10-22-05-027,RAINBOW CHRISTIAN ASSEMBLY CHURCH AIRPORT ROAD,111,197,4,94,5,0,UVWIE,5.5409226,5.7583715,0.096707343,0.100502542,1.5,2.913043478,5.456521739,0.565217391
DELTA,UVWIE,UGBORIKOKO,10-22-05-028,RUTE INTERNATIONAL SCHOOL DDPA,0,149,1,55,7,0,UVWIE,5.5450487,5.76353,0.096779357,0.100592575,5.576923077,35.84615385,5.153846154,0.230769231
DELTA,UVWIE,UGBORIKOKO,10-22-05-029,BRIGTHON PLACE BY ST. LUKE'S SCHOOL,61,102,2,48,7,0,UVWIE,5.5472474,5.7707969,0.096817732,0.100719406,7,91.11111111,3.222222222,0.333333333
DELTA,UVWIE,UGBORIKOKO,10-22-05-030,TM PALACE HOTEL JUNCTION AIRPORT ROAD,0,131,2,64,4,2,UVWIE,5.5452342,5.7558502,0.096782595,0.100458537,4.793103448,50.93103448,9,1.517241379
DELTA,UVWIE,UGBORIKOKO,10-22-05-031,OUR LADY OF PERPETUAL HEALTH CLINIC EWARE,0,112,3,45,3,0,UVWIE,5.5481823,5.7602611,0.096834049,0.100535522,4.538461538,65.23076923,11.80769231,0.384615385
DELTA,UVWIE,UGBORIKOKO,10-22-05-032,TREASURE HOTEL BY PA SHANUKPE STREET,0,125,8,47,4,0,UVWIE,6.1198294,6.1818684,0.106811173,0.107893958,6.4,30.7,74.5,2.3
DELTA,UVWIE,UGBORIKOKO,10-22-05-033,AMAJATOJA STREET BY ASSEMBLIES OF GOD CHURCH,0,81,5,26,0,0,UVWIE,5.5368875,5.7637727,0.096636917,0.100596811,0.964285714,54.71428571,12,0.392857143
DELTA,UVWIE,UGBORIKOKO,10-22-05-034,CHIEF AGBAMU ROAD BY REDEEMED CHURCH,1,133,3,69,3,0,UVWIE,5.543735,5.7581916,0.096756429,0.100499402,3.548387097,37.83870968,9.548387097,0.516129032
DELTA,UVWIE,UGBORIKOKO,10-22-05-035,BY VOICE OF FAITH CHURCH KODOSOH LAYOUT,25,33,1,23,0,0,UVWIE,5.5426275,5.782382,0.096737099,0.100921605,12.4,88.86666667,21,1.266666667
DELTA,UVWIE,UGBORIKOKO,10-22-05-036,CHURCH OF GOD MISSION ENIKOGHO STREET,42,59,3,32,2,0,UVWIE,5.5615182,5.7700753,0.097066804,0.100706812,16.16666667,156.6666667,10.5,0.833333333
DELTA,UVWIE,UGBORIKOKO,10-22-05-038,BENJONES FILLING STATION UGBORIKOKO,11,17,1,6,1,1,UVWIE,5.5638695,5.729814,0.097107842,0.10000412,8.636363636,66.45454545,6.545454545,0.636363636
DELTA,UVWIE,UGBORIKOKO,10-22-05-039,UGBORIKOKO ROAD BY AKARA JUNCTION,0,187,6,66,11,0,UVWIE,5.5371014,5.7640955,0.09664065,0.100602445,0.071428571,13.28571429,0.607142857,0.392857143
DELTA,UVWIE,UGBORIKOKO,10-22-05-040,IGHOFOSE ST. BEFOR SOUL HARVESTERS PRIMARY SCHOOL,0,10,0,7,0,0,UVWIE,5.5393974,5.7587422,0.096680723,0.100509012,5.095238095,85.76190476,9.5,0.523809524
DELTA,UVWIE,UGBORIKOKO,10-22-05-041,ADJOMO AVENUE BY CHRIST EMBASSY,71,139,2,63,5,0,UVWIE,5.5408115,5.7656524,0.096705404,0.100629618,4.75,28.08333333,9,0.166666667
DELTA,UVWIE,UGBOROKE,10-22-06-014,RHEMA BAPTIST CHURCH,0,330,6,171,5,0,UVWIE,5.547218,5.7494306,0.096817218,0.100346494,0,74.05263158,4.315789474,0.473684211
DELTA,UVWIE,UGBOROKE,10-22-06-015,SMK HOSTEL,0,100,1,40,4,0,UVWIE,5.4854222,5.8058748,0.095738678,0.101331631,17.85185185,25.25925926,14.85185185,0.666666667
DELTA,UVWIE,UGBOROKE,10-22-06-016,UGBOROKE PRIMARY SCHOOL,49,97,0,48,0,0,UVWIE,5.568778,5.744146,0.097193511,0.10025426,10.86666667,31.2,14.33333333,0.466666667
DELTA,UVWIE,UGBOROKE,10-22-06-018,KAROLINE STREET,30,62,0,24,1,1,UVWIE,5.5469454,5.7536812,0.096812461,0.100420681,5.523809524,112.952381,7.380952381,0.285714286
DELTA,UVWIE,UGBOROKE,10-22-06-019,PRESBYTARIAL CHURCH BOTTLE ROAD,48,94,2,44,2,0,UVWIE,5.5611778,5.782697,0.097060863,0.100927102,14.02941176,58.41176471,22.35294118,1.029411765
DELTA,UVWIE,UGBOROKE,10-22-06-020,ST. MARY HOSPITAL UGBOROKE,103,215,5,94,4,0,UVWIE,5.5460588,5.7555208,0.096796987,0.100452788,0.695652174,21.2173913,3.47826087,0.652173913
DELTA,UVWIE,UGBOROKE,10-22-06-022,ABE 1 SECONDARY SCHOOL,37,86,2,20,10,0,UVWIE,5.5536008,5.7369685,0.096928619,0.100128989,4,6.5,3,0
DELTA,UVWIE,UGBOROKE,10-22-06-023,ASSEMBLIES OF GOD,52,88,2,47,2,0,UVWIE,5.5647871,5.7555417,0.097123857,0.100453153,6.909090909,51.63636364,8.909090909,0.363636364
DELTA,UVWIE,UGBOROKE,10-22-06-025,POSITIVE FAITH CHURCH,45,74,1,37,3,0,UVWIE,5.5830646,5.806118,0.09744286,0.101335876,11.5,44.5,10.5,0.5
DELTA,UVWIE,UGBOROKE,10-22-06-026,OKOTORO JUNCTION,107,209,2,87,6,0,UVWIE,5.5436197,5.7514699,0.096754416,0.100382087,2.888888889,14.2962963,1.333333333,0.62962963
DELTA,WARRI  NORTH,EBROHIMI,10-23-03-018,"EBROHIMI HEALTH CENTRE, EBROHIMI",38,182,16,3,17,1,WARRI  NORTH,5.9376944,5.2057909,0.103632317,0.090858191,,,,
DELTA,WARRI  NORTH,EGHORO,10-23-04-015,USOR COMMUNITY TOWN HALL,48,390,0,6,42,0,WARRI  NORTH,5.5411302,5.7638565,0.096710966,0.100598274,6.68,86.16,30.04,0.24
DELTA,WARRI  NORTH,GBOKODA,10-23-02-011,"GBOKODA HEALTH CENTRE,  GBOKODA",8,31,1,0,7,0,WARRI  NORTH,5.5450544,5.7196084,0.096779456,0.099825999,,,,
DELTA,WARRI  NORTH,GBOKODA,10-23-02-013,"UDO WATER BOARD, UDO",12,31,1,1,10,0,WARRI  NORTH,6.2230744,6.6842741,0.108613138,0.116662591,0.5,151.3333333,6.333333333,0.333333333
DELTA,WARRI  NORTH,GBOKODA,10-23-02-015,"DIARE PRY. SCH, GBOKODA",15,36,0,1,13,0,WARRI  NORTH,5.8647079,5.1327829,0.102358463,0.089583961,,,,
DELTA,WARRI  NORTH,KOKO  I,10-23-05-018,"CIVIC CENTRE, KOKO",24,68,2,12,5,0,WARRI  NORTH,5.9984898,5.4459438,0.104693397,0.09504965,2,1.636363636,3.909090909,0.181818182
DELTA,WARRI  NORTH,KOKO  I,10-23-05-024,"EGHO WATER SIDE ALONG TOTAL ROAD, KOKO",23,70,2,13,8,0,WARRI  NORTH,5.9984898,5.4459438,0.104693397,0.09504965,2,0.545454545,0.636363636,0.181818182
DELTA,WARRI  NORTH,KOKO  I,10-23-05-026,"FORMER HEALTH CENTRE, KOKO BEACH, KOKO",97,262,25,48,9,1,WARRI  NORTH,6.0123106,5.4716415,0.104934616,0.09549816,14.66666667,8.444444444,9.777777778,0.555555556
DELTA,WARRI  NORTH,KOKO  I,10-23-05-027,"EGBE WATER SIDE, AJA-EDAH, KOKO",13,19,1,4,7,0,WARRI  NORTH,5.9984898,5.4459438,0.104693397,0.09504965,3.090909091,10.36363636,1.727272727,0.181818182
DELTA,WARRI  NORTH,KOKO  I,10-23-05-028,"YOUTH SECRETARIAT, KOKO",128,261,10,84,8,0,WARRI  NORTH,6.0123106,5.4716415,0.104934616,0.09549816,2,48.44444444,10.88888889,0.555555556
DELTA,WARRI  NORTH,KOKO  I,10-23-05-029,UGOGOMEJE PRY. SCH. KOKO,13,39,1,5,6,0,WARRI  NORTH,6.0123106,5.4716415,0.104934616,0.09549816,12,39.33333333,13.11111111,0.555555556
DELTA,WARRI  NORTH,KOKO  II,10-23-06-015,"OLOGBOJO TOWN, OLOGBOJO",4,20,1,2,1,0,WARRI  NORTH,5.9984898,5.4459438,0.104693397,0.09504965,3.090909091,12.54545455,8.272727273,0.181818182
DELTA,WARRI  NORTH,KOKO  II,10-23-06-017,"UBAGBORO HEALTH CENTRE, UBAGBORO",9,19,3,1,4,0,WARRI  NORTH,5.9987,5.4454,0.104697066,0.095040159,0.909090909,13.63636364,5,0.181818182
DELTA,WARRI  NORTH,KOKO  II,10-23-06-023,"AJAGBODUDU TOWN, HALL, AJAGBODUDU",23,48,1,16,3,0,WARRI  NORTH,5.9984898,5.4459438,0.104693397,0.09504965,3.090909091,2.727272727,6.090909091,0.181818182
DELTA,WARRI  NORTH,OGBINBIRI  (EGBEMA  III),10-23-09-011,JERO PRY. SCH. AZAMA-ZION,59,111,0,0,59,0,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,6.903225806,4.967741935,41.90322581,0.096774194
DELTA,WARRI  NORTH,OGBINBIRI  (EGBEMA  III),10-23-09-012,"OPIA TOWN HALL, OPIA",32,99,7,1,19,0,WARRI  NORTH,5.8802108,5.1604441,0.102629039,0.09006674,1.333333333,0.666666667,10.33333333,0
DELTA,WARRI  NORTH,OGBUDUGBUDU  (EGBEMA  IV),10-23-10-007,"ABAH HILL, OGBUDUGBUDU",35,135,4,19,7,0,WARRI  NORTH,5.7486607,5.1849219,0.100333057,0.090493959,4,10,18.5,0.5
DELTA,WARRI  NORTH,OGBUDUGBUDU  (EGBEMA  IV),10-23-10-010,AROTO-GBENE COMMUNITY,38,264,3,4,30,0,WARRI  NORTH,5.7486607,5.1849219,0.100333057,0.090493959,5.5,12.5,16,0.5
DELTA,WARRI  NORTH,OGBUDUGBUDU  (EGBEMA  IV),10-23-10-011,"OPUABO/ASANTUGBENE COMMUNITY HALL, OGBUDUGBUDU",39,213,0,0,0,0,WARRI  NORTH,5.5324624,5.8987139,0.096559685,0.102951979,5,3,23.5,0
DELTA,WARRI  NORTH,OGHEYE,10-23-01-026,"OBOGHORO PARVILLION, OBOGHORO",90,157,0,0,90,0,WARRI  NORTH,5.8081264,5.0867124,0.101370929,0.088779879,0,0,27,0
DELTA,WARRI  NORTH,OGHEYE,10-23-01-027,"UGBERUN/IJALA PRY SCHOOL, OBOGHORO",63,115,0,1,61,0,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,6.903225806,3.935483871,43.96774194,0.096774194
DELTA,WARRI  NORTH,OGHEYE,10-23-01-028,"ODKUM SEC. SCH, OBOGHORO",63,125,0,0,63,0,WARRI  NORTH,5.8081264,5.0867124,0.101370929,0.088779879,0,0,27,0
DELTA,WARRI  NORTH,OPUAMA (EGBEMA  I),10-23-07-011,"EBIORORO QTRS, OPUAMA",85,209,19,39,17,1,WARRI  NORTH,5.9388531,5.0806918,0.10365254,0.0886748,,,,
DELTA,WARRI  NORTH,OPUAMA (EGBEMA  I),10-23-07-012,"WOBOMINI SEC. SCHOOL, UYABEBEKORIGHA",33,70,2,21,7,0,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,4.838709677,16.70967742,11.77419355,0.096774194
DELTA,WARRI  NORTH,OPUAMA (EGBEMA  I),10-23-07-014,"AGODUBA COMMUNITY WATER BOARD, OPUAMA",22,64,2,6,12,0,WARRI  NORTH,5.5324624,5.8987139,0.096559685,0.102951979,2,6,5.5,0
DELTA,WARRI  NORTH,TSEKELEWU  (EGBEMA  II),10-23-08-008,"TOWN HALL, LAGOS QTRS, POLOBUBO",78,167,4,14,44,1,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,2.774193548,9.483870968,26.41935484,0.935483871
DELTA,WARRI  NORTH,TSEKELEWU  (EGBEMA  II),10-23-08-015,"TSEKELEWU PRY. HEALTH CENTRE, BINIKORIBOR COMMUNITY, POLOBUBO",52,98,0,21,28,0,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,6.903225806,16.70967742,9.903225806,0.096774194
DELTA,WARRI  NORTH,TSEKELEWU  (EGBEMA  II),10-23-08-016,OGONO-AMA MODEL PRY. SCH. POLOBUBO,66,131,22,9,27,0,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,15.80645161,4.322580645,8.870967742,0.096774194
DELTA,WARRI  NORTH,TSEKELEWU  (EGBEMA  II),10-23-08-017,"KOKO EBIMAMI TOWN HALL, POLOBUBO",39,93,1,11,26,0,WARRI  NORTH,5.9838509,4.981184,0.1044379,0.086938061,5.870967742,6.387096774,7.838709677,0.096774194
DELTA,WARRI SOUTH,EDJEBA,10-24-10-016,AJIDI HALL,72,164,7,54,4,0,WARRI SOUTH,5.5690508,5.7761908,0.097198273,0.100813548,4.148148148,21.55555556,6.111111111,0.444444444
DELTA,WARRI SOUTH,G.R.A.,10-24-05-016,ORURU SQUARE,77,193,3,25,1,0,WARRI SOUTH,5.5223404,5.7601633,0.096383022,0.100533815,1.045454545,32.59090909,2.954545455,0.681818182
DELTA,WARRI SOUTH,G.R.A.,10-24-05-018,OGIEBORO,0,6,2,11,0,0,WARRI SOUTH,5.5181827,5.7409959,0.096310457,0.100199281,4,12.37288136,5.86440678,0.372881356
DELTA,WARRI SOUTH,G.R.A.,10-24-05-019,OKI I,0,113,0,0,0,1,WARRI SOUTH,5.5181827,5.7409959,0.096310457,0.100199281,6.033898305,23.55932203,5.86440678,0.644067797
