State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP
OSUN,EJIGBO,ELEJIGBO 'C'/MAPO,29-10-03-003,ODE-BARA MARKET STALL,319,873,143,8,139,0
OSUN,EJIGBO,ELEJIGBO 'C'/MAPO,29-10-03-004,"MATERNITY CENTRE, POPO",312,965,170,8,128,0
OSUN,EJIGBO,ELEJIGBO 'C'/MAPO,29-10-03-005,NEPA,256,551,136,2,110,0
OSUN,EJIGBO,ELEJIGBO 'C'/MAPO,29-10-03-007,OPE OLORI MEJI,300,750,185,2,95,0
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-001,OKE BALOGUN BAPT. DAY SCHOOL,299,750,210,1,57,0
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-002,OLOWOLA/OLOGBIN,334,804,192,74,85,0
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-003,MAGISTRATE COURT,273,750,164,1,75,1
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-004,IDI-ORO JUNCTION,310,750,112,5,128,0
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-005,IDI-SEKE AREA,300,754,195,3,92,0
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-007,OKE ODO ILUPEJU  II,371,888,183,1,180,0
OSUN,EJIGBO,ELEJIGBO 'D'/EJEMU,29-10-04-008,APANPA AJILA OSUNFIADE,367,827,0,0,0,0
OSUN,EJIGBO,ELEJIGBO/AYEGBOGBO,29-10-05-002,"C.A.C.PRY. SCHOOL, 1",345,937,228,7,94,0
OSUN,EJIGBO,ELEJIGBO/AYEGBOGBO,29-10-05-003,ASALU/AKINDE,316,723,198,1,101,0
OSUN,EJIGBO,ELEJIGBO/AYEGBOGBO,29-10-05-004,AYEGBOGBO DISPENSARY,298,750,185,9,101,0
OSUN,EJIGBO,ELEJIGBO/AYEGBOGBO,29-10-05-005,DAKOLEBU JUNCTION,263,750,170,7,76,1
OSUN,EJIGBO,OLA/AYE/AGURODO,29-10-06-004,"MERIN-MEFON, OLA",335,750,161,4,165,0
OSUN,EJIGBO,OLA/AYE/AGURODO,29-10-06-005,"AYE, MARKET JUNCTION",268,450,134,0,133,0
OSUN,EJIGBO,OLA/AYE/AGURODO,29-10-06-006,AGURODO MARKET SQUARE,295,614,157,6,127,0
OSUN,EJIGBO,OLA/AYE/AGURODO,29-10-06-007,"PROPOSED HEALTH CENTRE, AGURODO",225,445,99,9,109,0
OSUN,EJIGBO,IFEODAN 'A'/OWU-ILE,29-10-07-001,IFE-ODAN TOWN HALL,294,894,104,3,173,0
OSUN,EJIGBO,IFEODAN 'A'/OWU-ILE,29-10-07-002,IFE-ODAN POSTAL AGENCY  I,331,867,149,2,170,0
OSUN,EJIGBO,IFEODAN 'A'/OWU-ILE,29-10-07-003,IFE-ODAN POSTAL AGENCY  II,254,727,108,5,122,0
OSUN,EJIGBO,IFEODAN 'A'/OWU-ILE,29-10-07-004,"OKE AFIN/IWO ATE, IFE-ODAN",315,833,136,0,175,0
OSUN,EJIGBO,IFEODAN 'A'/OWU-ILE,29-10-07-005,"OWU-ILE, NEAR PALACE",356,866,160,0,179,0
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-001,LOGUN OKE-OLA,289,750,116,6,165,0
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-002,TEMIDIRE BALOGUN,286,750,117,4,131,1
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-003,MASIFA POSTAL AGENCY,362,750,188,3,161,0
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-004,OGURO/IFE ODAN /MASIFA  JUNCTION,432,854,191,6,231,0
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-005,"CO-OP. OFFICE, MASIFA",405,853,183,4,214,0
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-006,OGURO MARKET SQUARE,264,709,81,3,174,0
OSUN,EJIGBO,IFEODAN 'B'/MASIFA,29-10-08-007,OGURO-ISANKO POSTAL AGENCY,278,699,74,1,191,0
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-001,ILAWO TOWN HALL,220,481,68,0,145,1
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-002,OOSA/JAGUN/ARO,273,515,159,0,105,0
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-003,ILAWO BAPTIST DAY SCHOOL,238,438,106,4,125,0
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-005,ADEGEEBO/ELEWURE VILLAGE,92,194,55,0,35,0
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-006,"ISUNDUNRIN BAPT. DAY SCHOOL,",403,1109,235,7,142,0
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-007,ISUNDUNRIN COMM. BANK,320,956,178,3,128,2
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-008,ISUNDURIN ORI-OKE QUARTERS,289,839,122,3,147,0
OSUN,EJIGBO,ILAWO/ISOKO/ISUNDUNRIN,29-10-09-010,ISOKO MARKET STALL,279,603,97,0,176,0
OSUN,EJIGBO,INISA I/AATO/IGBON,29-10-10-001,AATO POSTAL AGENCY,370,729,204,2,154,1
OSUN,EJIGBO,INISA I/AATO/IGBON,29-10-10-002,AJOGBELEDE/APONLA,248,514,143,1,98,0
OSUN,EJIGBO,INISA I/AATO/IGBON,29-10-10-003,IJIMOBA,313,723,125,2,179,0
OSUN,EJIGBO,INISA I/AATO/IGBON,29-10-10-005,"D.C. SCHOOL, IGBON II",283,573,117,2,155,0
OSUN,EJIGBO,INISA I/AATO/IGBON,29-10-10-006,"BAPT. DAY SCHOOL, IKA",351,832,178,17,131,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-001,IWATA MARKET SQUARE,235,514,92,5,133,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-002,BALOGUN OLUKOTUN QUARTERS IWATA,207,440,55,12,134,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-003,AFAAKE TOWN HALL,177,394,0,0,0,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-004,AYEGUNLE KUGBOLA,184,338,82,0,102,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-005,IBOGUNDE,139,263,66,7,63,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-006,INISA II,260,462,166,1,90,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-007,SONGBE MARKET SQUARE,334,871,204,4,124,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-008,ABA MERIN,150,263,82,0,63,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-009,ADO-ORI-OKE,138,250,79,0,53,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-010,MOLOSANOWO VILLAGE,75,194,18,1,43,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-011,OLORIN,167,314,40,0,116,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-012,OSUNTEDO,272,680,139,3,120,0
OSUN,EJIGBO,INISA II/AFAAKE/AYEGUNLE,29-10-11-013,IDI-IGBA,132,334,44,0,85,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-001,OLUOROGBO HIGH SCHOOL,304,907,171,30,97,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-003,OPE OLU-HOSPITAL,201,517,137,18,33,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-004,MOOREMI HIGH SCHOOL,228,869,103,58,39,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-005,O.A.U. STAFF  QUARTERS,172,606,96,45,17,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-006,SIJUWADE NURS/PRY. SCHOOL,288,761,156,42,66,1
OSUN,IFE CENTRAL,ILARE I,29-11-01-007,SIJUWADE NURS/PRY. SCHOOL,288,761,199,16,55,4
OSUN,IFE CENTRAL,ILARE I,29-11-01-008,SIJUWADE NURS/PRY. SCHOOL,288,761,116,24,69,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-009,SIJUWADE NURS/PRY. SCHOOL,288,761,144,20,67,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-010,SIJUWADE NURS/PRY. SCHOOL,288,761,125,33,78,3
OSUN,IFE CENTRAL,ILARE I,29-11-01-011,SIJUWADE NURS/PRY. SCHOOL,288,761,133,10,39,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-012,SIJUWADE NURS/PRY. SCHOOL,288,761,148,17,69,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-013,SIJUWADE NURS/PRY. SCHOOL,288,761,186,12,75,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-015,ORANMIYAN GRAMMAR SCHOOL,235,502,139,18,65,0
OSUN,IFE CENTRAL,ILARE I,29-11-01-016,OPEN SPACE MOKOLA,250,749,156,20,57,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-001,AJEGUNLE OPP. OLOWO IDI-AGBON I,211,581,86,17,89,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-002,AJEGUNLE OPP. OLOWO IDI-AGBON I,211,581,92,14,51,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-004,OPEN SPACE IREBAMI LINE I,82,287,78,14,25,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-005,OPEN SPACE IREBAMI LINE I,82,287,49,8,51,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-007,OPEN SPACE IREBAMI LINE I,82,287,70,11,49,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-009,"L.A. PRY. SCHOOL, FAJUYI",220,750,124,30,106,1
OSUN,IFE CENTRAL,ILARE II,29-11-02-011,"L.A. PRY. SCHOOL, FAJUYI",220,750,0,0,0,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-012,OPEN SPACE IBUKUNOLU LINE  I,200,566,110,16,61,1
OSUN,IFE CENTRAL,ILARE II,29-11-02-013,OPEN SPACE IBUKUNOLU LINE  I,200,566,89,20,45,3
OSUN,IFE CENTRAL,ILARE II,29-11-02-014,OPEN SPACE IBUKUNOLU LINE  I,200,566,74,6,26,0
OSUN,IFE CENTRAL,ILARE II,29-11-02-015,BACK OF AJEGUNLE BUS STOP (ARUBIEWE),261,663,171,15,71,0
OSUN,IFE CENTRAL,ILARE III,29-11-03-003,AKODI OONI ILARE I,196,592,98,13,70,0
OSUN,IFE CENTRAL,ILARE III,29-11-03-004,AKODI OONI ILARE I,196,592,140,5,76,1
OSUN,IFE CENTRAL,ILARE III,29-11-03-006,AKODI AKERAN,248,656,134,1,49,0
OSUN,IFE CENTRAL,ILARE III,29-11-03-007,AKODI OLUBUSE,264,759,141,6,110,0
OSUN,IFE CENTRAL,ILARE III,29-11-03-008,AKODI OBADIO,193,579,123,2,65,0
OSUN,IFE CENTRAL,ILARE III,29-11-03-012,ERANYIBA COURT,225,613,139,10,85,0
OSUN,IFE CENTRAL,ILARE III,29-11-04-001,ERANYIBA COURT,225,613,134,11,67,0
OSUN,IFE CENTRAL,ILARE III,29-11-04-002,ERANYIBA COURT,225,613,91,6,60,1
OSUN,IFE CENTRAL,ILARE III,29-11-04-003,ERANYIBA COURT,225,613,149,9,44,0
OSUN,IFE CENTRAL,ILARE III,29-11-04-004,ERANYIBA COURT,225,613,123,8,58,2
OSUN,IFE CENTRAL,ILARE III,29-11-04-005,ERANYIBA COURT,225,613,94,4,49,0
OSUN,IFE CENTRAL,ILARE III,29-11-04-006,ERANYIBA COURT,225,613,121,5,54,1
OSUN,IFE CENTRAL,ILARE III,29-11-04-007,ERANYIBA COURT,225,613,130,5,75,0
OSUN,IFE CENTRAL,ILARE III,29-11-04-008,ERANYIBA COURT,225,613,88,1,39,0
OSUN,IFE CENTRAL,ILARE IV,29-11-04-009,AKODI AYEDUN,147,355,102,1,37,0
OSUN,IFE CENTRAL,ILARE IV,29-11-04-010,"A.U.I PRY. SCHOOL,OLAOLU",269,750,134,12,90,21
OSUN,IFE CENTRAL,ILARE IV,29-11-04-011,AKODI ADEJOKUN,116,411,76,4,34,1
OSUN,IFE CENTRAL,ILARE IV,29-11-04-012,METHODIST PRY. SCHOOL,274,990,135,7,110,15
OSUN,IFE CENTRAL,ILARE IV,29-11-04-013,METHODIST PRY. SCHOOL,274,990,91,7,53,0
OSUN,IFE CENTRAL,ILARE IV,29-11-04-014,OPEN SPACE OLUMOGBE I,164,409,96,3,48,0
OSUN,IFE CENTRAL,ILARE IV,29-11-04-015,OPEN SPACE OLUMOGBE II,152,312,87,6,46,1
OSUN,IFE CENTRAL,ILARE IV,29-11-04-016,OPEN SPACE OLUMOGBE II,152,312,70,9,43,0
OSUN,IFE CENTRAL,ILARE IV,29-11-04-017,OPEN SPACE OLUMOGBE II,152,312,86,4,22,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-001,NEW GARAGE (OPEN SPACE MOTOR PARK),211,750,106,28,65,4
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-002,NEW GARAGE (OPEN SPACE MOTOR PARK),211,750,57,53,24,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-003,NEW GARAGE (OPEN SPACE MOTOR PARK),211,750,70,27,55,1
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-004,FAJUYI HALL O.A.U,115,872,33,58,8,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-006,"O.A.U. QUARTERS, 1ST BUS STOP",154,750,80,60,10,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-007,"O.A.U. QUARTERS, 2ND BUS STOP",183,617,81,78,16,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-008,"BLESSING NURSERY AND PRY. SCHOOL, FAOLA LAYOUT",165,785,72,47,38,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-009,OBAGBILE (O.A.U FARM),129,568,62,53,5,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-010,"L.A. PRY. SCHOOL, AJEBAMIDELE",314,1190,135,54,101,2
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-011,"L.A. PRY. SCHOOL, ELEFON",160,404,105,1,47,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-012,"OPEN SPACE FALAJU STREET, EDE-ROAD",131,750,76,18,27,0
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-013,"POST GRADUATE HALL, O.A.U",97,750,45,36,12,1
OSUN,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-014,"SPORTS CENTRE, O.A.U",73,750,35,32,3,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-001,OPEN SPACE MAYFAIR JUNCTION,140,750,68,42,27,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-002,"L.A. PRY. SCHOOL, ELEYELE",149,596,78,27,40,1
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-003,"L.A. PRY. SCHOOL, ELEYELE",149,596,0,0,0,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-004,OPEN SPACE LATI ELUYERA,209,649,142,13,39,2
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-005,LIVING HOPE HOSPITAL,268,803,121,70,59,1
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-006,FRONTAGE SERAMO GUEST HOUSE,221,625,127,21,54,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-007,FRONTAGE NITEL,147,799,74,22,35,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-008,IFE GIRLS HIGH SCHOOL,16,965,112,37,56,2
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-009,"ST. MATHEW  NURSERY/PRY. SCHOOL, ELEYELE",206,698,94,20,74,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-010,OPEN SPACE MAYOWA STREET,253,820,140,30,73,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-012,BISHOP'S COURT PARAKIN OBALUFE,214,919,107,62,32,1
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-014,"OMO/OLU NUR/PRY. SCHOOL, AKINDOYIN",152,419,83,13,28,0
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-015,TOWN PLANNING OFFICE,189,669,112,42,27,1
OSUN,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-016,OPEN SPACE OPP. PROF. ABIRI'S HOUSE,216,722,127,25,57,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-001,AKODI OBALAYE AJUPEPE,190,556,109,14,65,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-002,AKODI FAYIMOKA,202,618,140,9,52,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-003,RECREATION CLUB,155,765,88,32,19,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-004,FRONTAGE OF ALIMI'S HOUSE,195,569,107,10,36,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-006,OLUBUSE MARKET (ISO OBI),203,721,120,14,41,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-007,AKODI OBALUFON I,199,712,108,19,63,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-008,AKODI OBALUFON  II,220,905,100,39,68,1
OSUN,IFE CENTRAL,IREMO III,29-11-07-009,OPEN SPACE AYIBIOWU,202,775,132,15,46,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-010,"ST. PETER'S PRY. SCHOOL, IREMO",251,906,137,11,94,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-011,AKODI JARAN ARINLOYE,111,264,59,1,44,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-012,OPEN SPACE ILARA,178,497,105,19,42,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-013,AKODI MOKU,237,727,188,12,21,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-014,OPEN SPACE LONDON STREET,230,703,0,0,0,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-015,AKODI LATALE,243,840,159,11,65,1
OSUN,IFE CENTRAL,IREMO III,29-11-07-016,AKODI LATALE,243,840,117,6,25,0
OSUN,IFE CENTRAL,IREMO III,29-11-07-017,L.G. OFFICE OJA TUNTUN,249,784,129,13,95,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-001,AKODI LADAPO,181,505,35,5,83,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-002,AKODI AKUI,274,695,119,10,125,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-003,AKODI AKE,227,531,110,8,104,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-004,AKODI LUKOUN,146,400,79,5,48,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-005,AKODI JAGBERE,211,580,126,7,46,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-006,AKODI AJE,167,459,89,5,66,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-007,OPEN SPACE GBELENKAN ST.,248,647,118,17,103,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-008,AKODI IJAROA,183,486,106,3,64,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-010,AKODI LANASE,197,511,122,6,55,0
OSUN,IFE CENTRAL,IREMO IV,29-11-08-011,AKODI AKILE,250,522,150,7,87,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-002,AKODI ASAROGUN,181,427,101,4,74,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-003,AKODI JAOJO,149,319,76,8,62,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-004,AKODI AGA,191,600,106,8,73,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-005,AKODI ABEWELA,241,671,136,5,86,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-006,AKODI LUJUMO 1,105,251,67,4,32,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-007,AKODI LUJUMO  II,210,557,133,8,56,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-008,"C.A.C PRY. SCHOOL, OJOYIN",210,610,141,4,59,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-009,"ST. MICHAEL PRY. SCHOOL, OGBON-AGBARA",181,532,118,1,51,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-010,AKODI OBALEJUGBE,239,673,117,1,115,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-012,HIGH COURT ADEREMI ROAD,282,931,154,30,67,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-014,AKODI BABASIGIDI,197,574,96,3,73,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-015,AKODI FALOYIN,210,606,119,2,80,0
OSUN,IFE CENTRAL,IREMO V,29-11-09-016,AKODI DARIKUDURU,217,561,92,3,103,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-001,AKARABATA LINE  I,213,924,137,17,51,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-002,AKARABATA LINE  II,151,665,80,17,47,1
OSUN,IFE CENTRAL,AKARABATA,29-11-10-003,AKARABATA LINE  III,186,744,89,9,83,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-004,FRONTAGE OF L.I.E.'S OFFICE,149,651,96,3,48,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-005,URBAN DAY GRAMMAR SCHOOL,93,581,44,17,30,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-006,LOCAL GOVT. MINI MARKET,123,583,64,8,34,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-007,ORANMIYAN SHOPPING COMPLEX,168,697,86,14,56,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-008,FRONTAGE OF ISAWUMI,154,615,67,13,71,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-009,FRONTAGE OF LENARDS,114,511,53,12,41,1
OSUN,IFE CENTRAL,AKARABATA,29-11-10-010,FRONTAGE OF LITTLE BY LITTLE,121,733,56,4,54,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-011,FRONTAGE OF WATER CORPORATION,87,333,52,8,21,0
OSUN,IFE CENTRAL,AKARABATA,29-11-10-012,S.D.A. PRY. SCHOOL,148,692,79,11,55,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-001,IFE CITY HALL AREA I,135,484,90,5,0,35
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-002,AGBEDEGBEDE STREET,137,405,102,0,26,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-004,AGBEDE AREA,303,744,132,0,166,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-005,"A.U.D PRY. SCHOOL, IDO-OSUN STREET",195,443,93,3,97,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-006,AFTER POLICE STATION,210,643,127,12,63,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-007,"OPP. PAPA OWOYOMI, OJAJA LINE I",190,433,104,7,75,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-008,FAJUYI ROAD,251,686,121,23,91,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-010,IFEDAPO STREET,200,511,91,40,60,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-011,IKOYI QUARTERS,162,470,92,17,46,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-012,IFE CITY AREA II,239,683,135,25,67,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-013,OPA AREA,278,913,154,49,56,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-014,ALAKOWE,97,581,42,12,37,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-015,ERE-OLA,249,793,144,42,54,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-018,ODUDUWA COLLEGE ROAD,280,755,149,6,117,0
OSUN,IFE CENTRAL,MOORE OJAJA,29-11-11-019,MOORE,143,455,77,19,21,0
OSUN,IFEDAYO,MOORE OJAJA,29-12-01-001,MOORE,143,455,74,1,140,0
OSUN,IFEDAYO,OYI,29-12-01-002,L.A. PRY. SCHOOL II,166,371,0,0,0,0
OSUN,IFEDAYO,OYI,29-12-01-003,"ST. STEPHEN SCHOOL, ARAROMI",417,780,192,2,220,0
OSUN,IFEDAYO,OYI,29-12-01-004,ASAOYE VILLAGE,165,250,68,0,97,0
OSUN,IFEDAYO,OYI,29-12-01-005,OYI ADIO,201,352,64,0,134,0
OSUN,IFEDAYO,OYI,29-12-01-006,"ST. JAMES PRY. SCHOOL, OYI ADUNNI",96,166,52,0,44,0
OSUN,IFEDAYO,OYI,29-12-01-007,COMMUNITY PRY SCH AJEBAMIDELE,121,224,39,1,70,0
OSUN,IFEDAYO,OYI,29-12-01-008,ABA IKIRUN,111,215,57,0,64,0
OSUN,IFEDAYO,AYETORO,29-12-02-001,ST. JOHN PRY. SCH. AYETORO,163,293,73,2,87,0
OSUN,IFEDAYO,AYETORO,29-12-02-002,ALAGBEDE PRY. SCH. ALAGBEDE,243,483,116,2,119,0
OSUN,IFEDAYO,AYETORO,29-12-02-003,ST. JAMES PRY. SCH. IDI ODAN,283,609,123,0,155,0
OSUN,IFEDAYO,AYETORO,29-12-02-004,DISPENSARY ABALAGEMO`,232,374,79,0,149,0
OSUN,IFEDAYO,AYETORO,29-12-02-005,ST. MARK PRY. SCH. ABA OBALUMO,293,520,98,1,192,0
OSUN,IFEDAYO,ISINMI,29-12-03-001,ST. MATTHEW ISINMI OLOTU,208,442,74,0,133,0
OSUN,IFEDAYO,ISINMI,29-12-03-002,ISINMI ENLE,211,370,105,0,105,0
OSUN,IFEDAYO,ISINMI,29-12-03-003,ABA OLUODE,252,479,103,4,139,1
OSUN,IFEDAYO,ISINMI,29-12-03-004,ABA OTEU,190,341,63,0,118,0
OSUN,IFEDAYO,ISINMI,29-12-03-005,ABA OGUNLOLU,141,312,81,0,60,0
OSUN,IFEDAYO,BALOGUN,29-12-04-001,"S.D.A. PRY. SCHOOL, OKE-ILA I",161,370,56,4,100,0
OSUN,IFEDAYO,BALOGUN,29-12-04-003,"S.D.A PRY. SCHOOL, OKE-ILA III",146,291,64,4,75,0
OSUN,IFEDAYO,BALOGUN,29-12-04-004,"S.D.A PRY. SCHOOL, OKE-ILA III",146,291,72,0,149,0
OSUN,IFEDAYO,BALOGUN,29-12-04-005,"MATERNITY CENTRE, OKE-ILA II",200,408,80,4,116,0
OSUN,IFEDAYO,OBAALE,29-12-05-001,BAPTIST PRY. SCHOOL I,207,446,75,0,124,1
OSUN,IFEDAYO,OBAALE,29-12-05-002,BAPTIST PRY. SCHOOL II,103,247,31,1,69,0
OSUN,IFEDAYO,OBAALE,29-12-05-003,BAPTIST PRY. SCHOOL III,200,402,85,0,110,0
OSUN,IFEDAYO,OBAALE,29-12-05-004,DAGBOLU JUNCTION I,267,590,78,8,179,0
OSUN,IFEDAYO,OBAALE,29-12-05-006,OKOLODE AREA (YAYA),69,162,38,0,28,0
OSUN,IFEDAYO,OBAALE,29-12-05-007,OBALA OKE - ILA ,172,386,47,3,101,1
OSUN,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-001,OKE-ILA GRAMMAR SCHOOL I,239,526,84,1,151,0
